ID;DNI;MATRICULA;KM_RECORRIDOS;NUMERO_ACELERONES;NUMERO_FRENAZOS;RPM_MEDIA;INICIO;FIN
2035;12345678A;3445DKM;188,1405437;2;0;3086;2021-06-07 22:26:56.123;2021-06-07 22:56:16.561
2036;12345678A;1125LLV;142,9823962;0;1;2567;2021-06-08 05:39:59.630;2021-06-08 07:10:45.880
2037;12345678A;5567JJL;98,12352988;1;5;2826;2021-06-08 07:29:14.746;2021-06-08 07:54:23.552
2038;12345678A;5567JJL;39,0835202;0;7;2515;2021-06-08 12:18:16.248;2021-06-08 13:11:00.787
2039;87654321V;3445DKM;13,75474204;0;6;2562;2021-06-08 22:55:14.286;2021-06-08 23:11:17.439
2040;44678910Y;5567JJL;47,34248437;3;4;2743;2021-06-09 07:55:58.502;2021-06-09 09:38:02.680
2041;44678910Y;5567JJL;160,2953605;6;2;2915;2021-06-09 15:55:05.319;2021-06-09 17:53:30.516
2042;12345678A;3445DKM;61,04219249;7;3;3023;2021-06-09 21:02:20.660;2021-06-09 22:23:42.693
2043;12345678A;3445DKM;199,0400458;7;2;2646;2021-06-10 05:54:55.024;2021-06-10 06:23:22.092
2044;12345678A;3445DKM;149,8797692;6;1;2969;2021-06-10 07:03:00.879;2021-06-10 07:31:25.800
2045;12345678A;1125LLV;173,5529522;2;3;2874;2021-06-10 07:49:02.261;2021-06-10 09:30:17.123
2046;87654321V;3445DKM;20,67827957;7;4;2581;2021-06-10 20:29:13.312;2021-06-10 22:12:23.629
2047;44678910Y;3445DKM;136,1946194;5;5;2587;2021-06-11 07:41:03.645;2021-06-11 09:40:51.375
2048;12345678A;3445DKM;131,0177227;3;0;2505;2021-06-11 19:18:46.851;2021-06-11 19:19:20.127
2049;12345678A;5567JJL;37,82151113;4;5;2720;2021-06-12 00:36:11.632;2021-06-12 01:23:29.589
2050;87654321V;3445DKM;62,64535218;7;0;2619;2021-06-12 07:26:00.508;2021-06-12 09:07:08.628
2051;44678910Y;1125LLV;114,3917764;3;6;2998;2021-06-12 17:35:47.387;2021-06-12 18:55:10.261
2052;44678910Y;3445DKM;151,2130716;7;3;2591;2021-06-13 00:28:06.506;2021-06-13 00:46:20.980
2053;12345678A;1125LLV;114,1428316;1;0;2719;2021-06-13 10:10:18.305;2021-06-13 10:39:53.763
2054;12345678A;5567JJL;10,34784355;1;2;2651;2021-06-13 19:44:11.723;2021-06-13 21:21:14.535
2055;87654321V;1125LLV;126,1807457;2;0;3058;2021-06-14 02:55:22.951;2021-06-14 04:43:07.491
2056;44678910Y;3445DKM;4,50723186;4;5;2553;2021-06-14 13:51:49.787;2021-06-14 14:01:34.977
2057;44678910Y;3445DKM;89,33631611;2;7;3011;2021-06-14 15:05:11.609;2021-06-14 15:33:47.452
2058;12345678A;5567JJL;36,92024333;1;6;3070;2021-06-15 01:06:23.079;2021-06-15 01:11:12.002
2059;12345678A;5567JJL;35,71143004;6;6;2721;2021-06-15 06:10:07.642;2021-06-15 07:24:26.273
2060;87654321V;3445DKM;66,09508761;4;5;2823;2021-06-15 14:11:16.055;2021-06-15 15:01:00.917
2061;44678910Y;1125LLV;38,21788173;0;4;2827;2021-06-15 18:13:30.865;2021-06-15 18:38:04.677
2062;44678910Y;3445DKM;11,57918872;6;7;2807;2021-06-15 22:59:51.930;2021-06-16 00:01:33.661
2063;12345678A;1125LLV;196,5629186;6;5;3074;2021-06-16 03:03:31.768;2021-06-16 04:33:45.408
2064;12345678A;5567JJL;12,4634935;5;5;2967;2021-06-16 09:18:49.368;2021-06-16 11:04:44.617
2065;87654321V;1125LLV;70,56524215;2;7;3066;2021-06-16 12:07:58.371;2021-06-16 12:19:06.432
2066;44678910Y;3445DKM;196,5988133;0;5;2601;2021-06-16 21:35:01.295;2021-06-16 22:25:24.996
2067;44678910Y;3445DKM;37,02439134;5;5;2997;2021-06-17 06:08:31.919;2021-06-17 06:47:14.478
2068;12345678A;5567JJL;55,45429989;5;4;2683;2021-06-17 07:39:48.357;2021-06-17 08:55:47.796
2069;12345678A;5567JJL;76,49206773;2;6;2593;2021-06-17 13:24:59.372;2021-06-17 14:19:18.457
2070;87654321V;3445DKM;66,4414458;2;2;2785;2021-06-18 00:36:39.194;2021-06-18 01:04:10.078
2071;44678910Y;5567JJL;52,14892719;5;7;3085;2021-06-18 03:37:57.423;2021-06-18 04:53:17.032
2072;44678910Y;5567JJL;190,0065539;0;3;2726;2021-06-18 13:14:43.517;2021-06-18 13:55:52.440
2073;12345678A;3445DKM;63,14738068;7;3;2960;2021-06-18 20:46:37.477;2021-06-18 22:28:09.233
2074;12345678A;3445DKM;28,83076305;7;0;2778;2021-06-19 07:13:16.640;2021-06-19 08:38:07.746
2075;12345678A;3445DKM;160,59073;6;5;2543;2021-06-19 15:56:15.973;2021-06-19 17:10:24.221
2076;12345678A;1125LLV;142,2714322;5;1;2745;2021-06-20 01:42:15.064;2021-06-20 01:49:04.937
2077;12345678A;5567JJL;91,10969021;4;0;2953;2021-06-20 04:41:32.850;2021-06-20 05:23:24.057
2078;12345678A;5567JJL;49,26307873;5;1;2613;2021-06-20 12:34:43.481;2021-06-20 14:09:13.523
2079;87654321V;3445DKM;183,0076055;4;7;2725;2021-06-20 21:29:18.844;2021-06-20 23:09:37.532
2080;44678910Y;5567JJL;86,87287017;1;3;2817;2021-06-21 02:15:57.735;2021-06-21 02:27:18.451
2081;44678910Y;5567JJL;34,86281112;5;1;2959;2021-06-21 13:09:52.251;2021-06-21 14:45:24.619
2082;12345678A;3445DKM;121,2874717;1;7;2638;2021-06-21 17:23:49.182;2021-06-21 18:58:16.453
2083;12345678A;3445DKM;184,3352459;6;2;3061;2021-06-22 02:25:41.089;2021-06-22 04:13:44.798
2084;12345678A;3445DKM;51,70261851;6;3;3049;2021-06-22 06:07:30.586;2021-06-22 07:56:19.853
2085;12345678A;1125LLV;32,8433294;5;0;3093;2021-06-22 11:42:45.041;2021-06-22 13:40:31.759
2086;87654321V;3445DKM;191,8549857;2;2;2918;2021-06-22 18:27:27.304;2021-06-22 18:31:07.793
2087;44678910Y;3445DKM;11,53167876;0;1;2906;2021-06-23 00:51:33.574;2021-06-23 01:06:15.289
2088;12345678A;3445DKM;105,6223325;5;7;2914;2021-06-23 09:15:37.406;2021-06-23 09:48:38.799
2089;12345678A;5567JJL;51,41725108;3;7;2638;2021-06-23 15:06:49.893;2021-06-23 15:14:52.425
2090;87654321V;3445DKM;43,60703914;2;1;2503;2021-06-23 21:57:04.956;2021-06-23 23:10:16.979
2091;44678910Y;1125LLV;83,08001672;6;5;2785;2021-06-24 01:36:19.098;2021-06-24 01:45:37.063
2092;44678910Y;3445DKM;89,38357951;4;6;3094;2021-06-24 02:03:06.130;2021-06-24 03:53:14.699
2093;12345678A;1125LLV;65,98836173;5;3;2909;2021-06-24 12:38:26.079;2021-06-24 13:36:08.189
2094;12345678A;5567JJL;79,68799068;3;5;2767;2021-06-24 17:21:43.149;2021-06-24 18:41:33.519
2095;87654321V;1125LLV;44,91915567;2;1;2792;2021-06-25 00:40:47.745;2021-06-25 02:09:59.133
2096;44678910Y;3445DKM;26,46622094;7;4;2750;2021-06-25 06:24:17.346;2021-06-25 07:43:39.165
2097;44678910Y;3445DKM;189,3834063;1;6;3013;2021-06-25 09:54:08.051;2021-06-25 10:29:03.165
2098;12345678A;5567JJL;12,79924852;2;6;2599;2021-06-25 20:03:08.806;2021-06-25 20:31:45.307
2099;12345678A;5567JJL;91,94204245;7;4;2868;2021-06-26 04:56:57.688;2021-06-26 06:09:11.818
2100;87654321V;3445DKM;149,3854284;7;6;2527;2021-06-26 09:54:27.314;2021-06-26 11:42:23.046
2101;44678910Y;1125LLV;162,3431218;4;3;3009;2021-06-26 19:39:15.961;2021-06-26 20:22:47.839
2102;44678910Y;3445DKM;78,40797516;5;0;2753;2021-06-27 06:01:43.595;2021-06-27 07:00:35.173
2103;12345678A;1125LLV;183,6463756;6;5;2860;2021-06-27 09:17:58.345;2021-06-27 10:00:17.594
2104;12345678A;5567JJL;183,1703912;4;3;2904;2021-06-27 12:16:38.821;2021-06-27 14:00:30.355
2105;87654321V;1125LLV;84,28531812;6;1;2887;2021-06-27 14:54:21.929;2021-06-27 15:50:43.758
2106;44678910Y;3445DKM;78,22877152;6;2;2615;2021-06-27 17:50:06.414;2021-06-27 18:06:26.611
2107;44678910Y;3445DKM;90,69345411;3;4;2628;2021-06-27 23:06:30.846;2021-06-27 23:33:21.241
2108;12345678A;5567JJL;133,1211084;0;7;2948;2021-06-28 07:18:44.963;2021-06-28 08:15:39.761
2109;12345678A;5567JJL;159,208556;1;0;2697;2021-06-28 14:34:59.495;2021-06-28 16:04:54.169
2110;87654321V;3445DKM;150,4835196;6;3;2722;2021-06-29 01:43:17.038;2021-06-29 02:07:34.864
2111;44678910Y;5567JJL;7,404861078;5;3;2728;2021-06-29 08:37:11.754;2021-06-29 10:08:16.517
2112;44678910Y;5567JJL;120,6678817;5;6;2651;2021-06-29 14:43:29.552;2021-06-29 15:06:36.223
2113;12345678A;3445DKM;174,5201047;3;7;2582;2021-06-29 18:42:34.265;2021-06-29 19:29:03.634
2114;12345678A;3445DKM;84,3225883;0;0;3050;2021-06-29 19:57:55.925;2021-06-29 21:54:23.751
2115;12345678A;3445DKM;55,58533188;6;5;2506;2021-06-30 00:22:01.253;2021-06-30 00:42:05.934
2116;12345678A;1125LLV;119,9108824;2;0;2664;2021-06-30 00:49:25.210;2021-06-30 02:29:49.492
2117;12345678A;5567JJL;5,95129284;5;5;2668;2021-06-30 08:55:35.673;2021-06-30 10:12:49.771
2118;12345678A;5567JJL;73,02188083;5;1;2718;2021-06-30 10:17:51.212;2021-06-30 10:20:40.469
2119;87654321V;3445DKM;121,681417;4;2;3042;2021-06-30 16:28:56.611;2021-06-30 16:45:01.339
2120;44678910Y;5567JJL;196,2688269;1;1;2950;2021-07-01 00:54:18.159;2021-07-01 02:29:32.838
2121;44678910Y;5567JJL;90,51934846;4;7;2534;2021-07-01 05:06:50.920;2021-07-01 05:54:14.474
2122;12345678A;3445DKM;2,644974095;4;4;2809;2021-07-01 11:21:01.139;2021-07-01 11:21:05.707
2123;12345678A;3445DKM;153,8286169;4;3;3067;2021-07-01 15:18:39.706;2021-07-01 15:31:33.807
2124;12345678A;3445DKM;195,0096957;1;2;2573;2021-07-01 17:26:20.293;2021-07-01 18:44:41.922
2125;12345678A;1125LLV;182,1668617;1;3;2950;2021-07-02 02:31:52.037;2021-07-02 04:05:22.644
2126;87654321V;3445DKM;88,16926675;0;3;2686;2021-07-02 05:57:13.283;2021-07-02 06:04:56.177
2127;44678910Y;3445DKM;59,50514611;1;2;2883;2021-07-02 06:42:16.839;2021-07-02 08:30:18.268
2128;12345678A;3445DKM;94,08553234;7;0;2884;2021-07-02 17:48:07.556;2021-07-02 19:31:12.873
2129;12345678A;5567JJL;162,1678869;7;4;2957;2021-07-02 19:45:16.511;2021-07-02 21:34:08.655
2130;87654321V;3445DKM;40,89745224;3;5;2872;2021-07-03 01:09:24.462;2021-07-03 02:30:00.759
2131;44678910Y;1125LLV;95,43691243;7;0;3098;2021-07-03 08:55:34.754;2021-07-03 09:54:21.474
2132;44678910Y;3445DKM;50,31038683;2;3;2802;2021-07-03 13:55:12.299;2021-07-03 14:02:05.615
2133;12345678A;1125LLV;143,7054583;7;5;2542;2021-07-03 22:55:30.710;2021-07-03 23:01:29.707
2134;12345678A;5567JJL;197,2825934;2;1;2622;2021-07-04 02:16:23.113;2021-07-04 02:31:59.827
2135;87654321V;1125LLV;138,2052524;3;3;2656;2021-07-04 06:16:19.648;2021-07-04 07:22:48.062
2136;44678910Y;3445DKM;121,5941594;6;3;3068;2021-07-04 13:49:53.336;2021-07-04 15:19:06.352
2137;44678910Y;3445DKM;54,96570053;1;2;2974;2021-07-04 23:01:15.653;2021-07-05 00:05:47.229
2138;12345678A;5567JJL;49,48558746;1;1;2973;2021-07-05 02:21:53.601;2021-07-05 04:21:51.999
2139;12345678A;5567JJL;3,191495948;2;0;2770;2021-07-05 14:27:42.146;2021-07-05 16:13:49.645
2140;87654321V;3445DKM;87,37515764;7;7;2926;2021-07-05 17:44:11.947;2021-07-05 19:20:21.728
2141;44678910Y;1125LLV;31,58661727;6;3;2573;2021-07-06 02:34:43.946;2021-07-06 03:40:41.148
2142;44678910Y;3445DKM;101,6322617;6;1;2532;2021-07-06 04:33:10.851;2021-07-06 05:18:49.442
2143;12345678A;1125LLV;20,20225023;7;0;3100;2021-07-06 06:10:55.443;2021-07-06 06:28:27.047
2144;12345678A;5567JJL;170,711716;3;0;2791;2021-07-06 06:30:58.749;2021-07-06 07:44:49.451
2145;87654321V;1125LLV;171,4280131;2;5;3052;2021-07-06 11:16:08.334;2021-07-06 12:24:23.597
2146;44678910Y;3445DKM;135,9255411;4;1;3034;2021-07-06 18:29:12.616;2021-07-06 19:06:44.332
2147;44678910Y;3445DKM;81,395239;3;6;2749;2021-07-06 21:40:29.027;2021-07-06 23:08:41.959
2148;12345678A;5567JJL;59,09319318;5;7;2698;2021-07-07 00:47:07.038;2021-07-07 02:41:42.530
2149;12345678A;5567JJL;23,37082462;6;6;2885;2021-07-07 07:47:33.152;2021-07-07 09:02:02.398
2150;87654321V;3445DKM;199,6468362;6;2;2771;2021-07-07 13:02:11.689;2021-07-07 14:32:59.335
2151;44678910Y;5567JJL;96,19530999;5;7;2580;2021-07-07 19:26:50.080;2021-07-07 20:44:09.740
2152;44678910Y;5567JJL;134,3198044;6;1;2751;2021-07-08 05:01:07.509;2021-07-08 05:58:12.184
2153;12345678A;3445DKM;174,1161372;5;0;2656;2021-07-08 13:48:13.512;2021-07-08 14:27:06.847
2154;12345678A;3445DKM;178,209838;0;2;2732;2021-07-09 01:24:55.384;2021-07-09 01:46:05.506
2155;12345678A;3445DKM;154,3129911;0;1;2629;2021-07-09 04:25:02.909;2021-07-09 04:38:07.113
2156;12345678A;1125LLV;148,4995929;1;1;2851;2021-07-09 04:57:51.098;2021-07-09 06:32:43.100
2157;12345678A;5567JJL;35,95612308;3;3;2572;2021-07-09 09:34:41.460;2021-07-09 10:43:09.515
2158;12345678A;5567JJL;26,57335434;2;3;2582;2021-07-09 15:48:44.775;2021-07-09 16:47:04.138
2159;87654321V;3445DKM;106,2854193;6;1;2853;2021-07-09 22:01:28.507;2021-07-09 23:38:22.210
2160;44678910Y;5567JJL;154,6658496;4;3;3058;2021-07-10 02:59:00.421;2021-07-10 03:25:26.437
2161;44678910Y;5567JJL;117,7139397;3;1;2632;2021-07-10 06:11:14.910;2021-07-10 07:29:29.303
2162;12345678A;3445DKM;142,3657153;1;7;3078;2021-07-10 17:05:01.027;2021-07-10 18:21:28.694
2163;12345678A;3445DKM;142,3602784;5;4;2819;2021-07-10 23:12:14.415;2021-07-11 00:06:57.280
2164;12345678A;3445DKM;164,2427063;4;1;3036;2021-07-11 09:55:22.459;2021-07-11 10:14:41.348
2165;12345678A;1125LLV;69,14300739;5;0;2748;2021-07-11 12:21:12.472;2021-07-11 12:46:19.763
2166;87654321V;3445DKM;109,7462646;4;7;2737;2021-07-11 19:27:12.694;2021-07-11 21:13:32.022
2167;44678910Y;3445DKM;111,5729467;3;3;2926;2021-07-12 06:47:50.711;2021-07-12 08:37:51.900
2168;12345678A;3445DKM;17,11819476;4;1;2692;2021-07-12 15:18:29.365;2021-07-12 16:15:53.047
2169;12345678A;5567JJL;28,15692014;5;0;2623;2021-07-13 02:01:56.568;2021-07-13 03:42:13.684
2170;87654321V;3445DKM;24,36755476;6;4;2973;2021-07-13 13:38:35.413;2021-07-13 13:56:23.664
2171;44678910Y;1125LLV;24,91705468;6;3;2863;2021-07-13 14:33:51.308;2021-07-13 15:48:15.417
2172;44678910Y;3445DKM;192,6100083;7;7;2922;2021-07-13 22:23:19.659;2021-07-13 23:17:13.243
2173;12345678A;1125LLV;51,09521401;2;7;2645;2021-07-14 03:48:40.884;2021-07-14 04:09:53.278
2174;12345678A;5567JJL;195,9049739;4;0;2768;2021-07-14 14:14:52.967;2021-07-14 14:50:46.037
2175;87654321V;1125LLV;92,90899318;2;4;2737;2021-07-14 21:34:55.632;2021-07-14 23:23:13.938
2176;44678910Y;3445DKM;198,6874146;6;4;2711;2021-07-14 23:55:50.023;2021-07-15 00:47:39.195
2177;44678910Y;3445DKM;148,0206328;3;2;2567;2021-07-15 10:39:53.138;2021-07-15 12:23:54.566
2178;12345678A;5567JJL;113,8103891;2;1;2715;2021-07-15 19:56:57.505;2021-07-15 20:38:15.551
2179;12345678A;5567JJL;171,4389184;0;7;2788;2021-07-16 06:23:45.978;2021-07-16 06:55:56.173
2180;87654321V;3445DKM;14,55587658;7;0;2747;2021-07-16 17:41:12.164;2021-07-16 18:44:23.855
2181;44678910Y;1125LLV;148,7133718;5;1;2548;2021-07-16 20:23:10.278;2021-07-16 21:53:39.813
2182;44678910Y;3445DKM;76,41144322;3;3;2767;2021-07-17 01:43:22.074;2021-07-17 03:01:31.376
2183;12345678A;1125LLV;57,21758375;3;7;2947;2021-07-17 03:49:15.660;2021-07-17 05:23:32.143
2184;12345678A;5567JJL;136,8261704;1;7;2640;2021-07-17 11:34:43.770;2021-07-17 12:17:00.605
2185;87654321V;1125LLV;25,0285169;7;1;2895;2021-07-17 19:34:19.937;2021-07-17 20:01:21.473
2186;44678910Y;3445DKM;152,2014693;7;7;2528;2021-07-18 06:05:39.628;2021-07-18 06:31:08.518
2187;44678910Y;3445DKM;41,64019803;3;0;2572;2021-07-18 11:51:01.267;2021-07-18 13:18:57.991
2188;12345678A;5567JJL;126,6240289;2;6;2706;2021-07-18 14:04:35.672;2021-07-18 15:56:06.876
2189;12345678A;5567JJL;186,9049627;1;0;2647;2021-07-18 20:18:46.030;2021-07-18 21:34:41.573
2190;87654321V;3445DKM;101,7947072;4;7;2649;2021-07-19 01:34:27.032;2021-07-19 03:12:55.222
2191;44678910Y;5567JJL;15,38554403;2;2;2774;2021-07-19 08:47:27.111;2021-07-19 10:23:36.522
2192;44678910Y;5567JJL;131,3533351;5;3;2582;2021-07-19 16:27:44.063;2021-07-19 18:18:26.507
2193;12345678A;3445DKM;199,1371899;2;2;2900;2021-07-19 20:47:02.258;2021-07-19 22:20:13.951
2194;12345678A;3445DKM;162,8605132;6;7;2543;2021-07-19 22:32:31.676;2021-07-20 00:16:38.252
2195;12345678A;3445DKM;174,4402291;6;3;2883;2021-07-20 05:45:08.917;2021-07-20 06:54:33.521
2196;12345678A;1125LLV;154,3087013;7;6;2991;2021-07-20 09:55:45.970;2021-07-20 11:03:32.766
2197;12345678A;5567JJL;28,44662984;5;2;2606;2021-07-20 12:52:48.515;2021-07-20 13:19:33.184
2198;12345678A;5567JJL;175,2872919;5;0;2732;2021-07-20 20:46:50.615;2021-07-20 21:48:33.223
2199;87654321V;3445DKM;19,51403702;4;1;2828;2021-07-21 07:22:39.581;2021-07-21 07:39:14.648
2200;44678910Y;5567JJL;116,7078471;2;0;2684;2021-07-21 12:10:36.552;2021-07-21 14:02:48.213
2201;44678910Y;5567JJL;118,5252299;7;3;2805;2021-07-21 21:13:19.365;2021-07-21 21:58:40.456
2202;12345678A;3445DKM;38,86665542;5;0;2575;2021-07-22 06:46:26.879;2021-07-22 07:19:31.447
2203;12345678A;3445DKM;191,0518307;3;2;2957;2021-07-22 07:38:19.290;2021-07-22 08:00:30.182
2204;12345678A;3445DKM;132,9752717;2;3;2808;2021-07-22 13:48:01.163;2021-07-22 14:03:47.729
2205;12345678A;1125LLV;99,47646287;2;6;2631;2021-07-22 15:46:03.244;2021-07-22 17:10:36.674
2206;87654321V;3445DKM;10,81807205;0;5;2735;2021-07-22 19:34:19.659;2021-07-22 20:41:24.641
2207;44678910Y;3445DKM;95,61039217;5;6;2822;2021-07-23 06:19:16.984;2021-07-23 07:08:58.880
2208;12345678A;3445DKM;193,614528;7;3;2964;2021-07-23 13:32:46.493;2021-07-23 15:25:57.864
2209;12345678A;5567JJL;174,2872697;2;4;2555;2021-07-23 23:16:02.844;2021-07-23 23:53:37.677
2210;87654321V;3445DKM;33,30341342;4;2;2587;2021-07-24 04:13:24.313;2021-07-24 05:54:50.341
2211;44678910Y;1125LLV;129,8861834;6;6;3063;2021-07-24 07:58:50.506;2021-07-24 08:25:48.125
2212;44678910Y;3445DKM;118,8533598;1;7;2580;2021-07-24 19:23:04.744;2021-07-24 19:58:01.189
2213;12345678A;1125LLV;180,5455535;7;7;3062;2021-07-25 04:27:12.238;2021-07-25 04:55:01.343
2214;12345678A;5567JJL;77,94095234;6;6;2932;2021-07-25 07:45:46.384;2021-07-25 08:41:05.896
2215;87654321V;1125LLV;9,688956198;0;7;2624;2021-07-25 18:13:22.422;2021-07-25 19:00:58.958
2216;44678910Y;3445DKM;128,8088626;5;4;2657;2021-07-26 04:39:24.311;2021-07-26 06:10:58.848
2217;44678910Y;3445DKM;29,45167614;6;5;2546;2021-07-26 15:25:40.163;2021-07-26 16:20:56.551
2218;12345678A;5567JJL;106,0130906;4;7;2568;2021-07-26 16:49:29.733;2021-07-26 18:13:35.891
2219;12345678A;5567JJL;46,11316825;5;6;2974;2021-07-27 00:39:36.551;2021-07-27 01:05:22.122
2220;87654321V;3445DKM;129,0948039;4;7;2606;2021-07-27 05:09:09.729;2021-07-27 06:21:57.122
2221;44678910Y;1125LLV;99,17842011;0;2;3096;2021-07-27 10:21:53.863;2021-07-27 11:50:16.557
2222;44678910Y;3445DKM;14,40819909;6;0;2803;2021-07-27 22:19:02.576;2021-07-27 23:54:56.892
2223;12345678A;1125LLV;64,08618248;6;0;2795;2021-07-28 05:05:45.083;2021-07-28 05:51:16.456
2224;12345678A;5567JJL;131,5892212;4;6;2576;2021-07-28 12:35:03.826;2021-07-28 14:23:25.374
2225;87654321V;1125LLV;87,71019461;6;1;2869;2021-07-28 21:22:05.361;2021-07-28 22:55:28.284
2226;44678910Y;3445DKM;122,0802316;2;1;2778;2021-07-29 09:07:28.392;2021-07-29 10:59:15.239
2227;44678910Y;3445DKM;66,52110868;4;7;2544;2021-07-29 11:45:21.833;2021-07-29 13:09:22.666
2228;12345678A;5567JJL;167,7735676;3;6;2840;2021-07-29 23:18:29.040;2021-07-30 00:50:44.028
2229;12345678A;5567JJL;192,6281358;0;7;2606;2021-07-30 01:20:30.677;2021-07-30 02:05:22.502
2230;87654321V;3445DKM;118,9364288;5;0;2861;2021-07-30 02:20:00.353;2021-07-30 03:35:08.167
2231;44678910Y;5567JJL;179,6567939;1;0;2807;2021-07-30 05:40:49.191;2021-07-30 05:55:31.643
2232;44678910Y;5567JJL;84,66354627;1;0;2574;2021-07-30 15:00:03.740;2021-07-30 15:00:32.593
2233;12345678A;3445DKM;106,7578195;6;4;2706;2021-07-30 17:04:18.357;2021-07-30 17:06:56.105
2234;12345678A;3445DKM;141,1980462;2;5;2817;2021-07-31 02:31:38.074;2021-07-31 03:31:17.051
2235;12345678A;3445DKM;8,863816817;2;7;3073;2021-07-31 05:05:12.453;2021-07-31 06:18:06.748
2236;12345678A;1125LLV;48,49590789;1;5;3008;2021-07-31 16:32:39.958;2021-07-31 18:03:35.700
2237;12345678A;5567JJL;17,60273751;7;0;2965;2021-08-01 00:17:00.853;2021-08-01 00:27:06.789
2238;12345678A;5567JJL;117,0400701;1;3;2913;2021-08-01 04:40:33.343;2021-08-01 05:14:42.308
2239;87654321V;3445DKM;118,4169398;2;5;2919;2021-08-01 07:52:49.644;2021-08-01 08:39:21.712
2240;44678910Y;5567JJL;186,8236022;6;1;2777;2021-08-01 17:47:21.280;2021-08-01 18:59:54.975
2241;44678910Y;5567JJL;142,2211596;0;4;3063;2021-08-01 22:41:48.145;2021-08-01 23:27:37.144
2242;12345678A;3445DKM;61,72266955;6;0;2544;2021-08-02 09:54:06.628;2021-08-02 10:08:44.514
2243;12345678A;3445DKM;108,0030446;0;4;2517;2021-08-02 13:26:03.988;2021-08-02 14:29:43.503
2244;12345678A;3445DKM;88,92785106;1;2;2592;2021-08-02 23:19:47.849;2021-08-03 00:54:18.116
2245;12345678A;1125LLV;119,7014869;7;0;2566;2021-08-03 01:46:12.612;2021-08-03 03:12:36.443
2246;87654321V;3445DKM;77,79703114;0;2;2582;2021-08-03 10:24:05.072;2021-08-03 11:52:50.926
2247;44678910Y;3445DKM;170,6171984;1;2;2717;2021-08-03 17:33:06.440;2021-08-03 18:03:44.451
2248;12345678A;3445DKM;54,93269314;1;3;3039;2021-08-03 20:07:10.263;2021-08-03 20:19:14.804
2249;12345678A;5567JJL;161,5441505;1;0;2658;2021-08-03 21:40:53.812;2021-08-03 22:27:17.473
2250;87654321V;3445DKM;57,91675854;3;6;2817;2021-08-04 04:02:44.197;2021-08-04 04:58:22.268
2251;44678910Y;1125LLV;37,67284722;4;3;2976;2021-08-04 15:51:08.890;2021-08-04 17:08:34.891
2252;44678910Y;3445DKM;111,5159956;3;6;2653;2021-08-04 18:46:31.162;2021-08-04 18:49:26.079
2253;12345678A;1125LLV;98,56224492;4;5;3010;2021-08-05 01:43:46.414;2021-08-05 01:58:46.031
2254;12345678A;5567JJL;67,69460712;4;0;2735;2021-08-05 06:46:23.992;2021-08-05 08:41:36.139
2255;87654321V;1125LLV;14,70310257;0;0;2784;2021-08-05 13:15:54.155;2021-08-05 14:56:48.145
2256;44678910Y;3445DKM;49,23274712;1;5;2800;2021-08-06 00:50:34.178;2021-08-06 02:10:11.630
2257;44678910Y;3445DKM;155,2614059;3;1;2691;2021-08-06 08:13:58.445;2021-08-06 09:59:31.653
2258;12345678A;5567JJL;99,32778985;7;5;2603;2021-08-06 13:34:35.386;2021-08-06 15:07:21.250
2259;12345678A;5567JJL;81,20476464;6;0;2501;2021-08-06 23:19:50.502;2021-08-06 23:42:08.332
2260;87654321V;3445DKM;196,4712208;4;0;2518;2021-08-07 07:41:35.346;2021-08-07 08:33:35.486
2261;44678910Y;1125LLV;201,5422537;2;3;2607;2021-08-07 17:57:23.126;2021-08-07 18:04:50.028
2262;44678910Y;3445DKM;136,1145716;7;3;3082;2021-08-07 20:10:04.920;2021-08-07 21:27:35.740
2263;12345678A;1125LLV;147,6849641;5;2;2926;2021-08-08 01:57:07.456;2021-08-08 02:51:19.585
2264;12345678A;5567JJL;135,6462836;5;2;2758;2021-08-08 08:26:13.510;2021-08-08 08:43:04.992
2265;87654321V;1125LLV;22,67585334;7;7;3004;2021-08-08 15:02:09.915;2021-08-08 16:24:55.793
2266;44678910Y;3445DKM;183,9364535;1;6;2620;2021-08-08 19:20:41.829;2021-08-08 19:44:10.182
2267;44678910Y;3445DKM;65,53890923;6;6;3100;2021-08-08 21:47:15.139;2021-08-08 22:38:02.253
2268;12345678A;5567JJL;196,9056962;3;2;2564;2021-08-09 01:19:28.990;2021-08-09 01:36:22.076
2269;12345678A;5567JJL;150,0901687;4;2;2847;2021-08-09 09:16:29.596;2021-08-09 10:29:43.997
2270;87654321V;3445DKM;191,5748528;1;1;2760;2021-08-09 13:52:44.331;2021-08-09 15:48:24.599
2271;44678910Y;5567JJL;96,59978507;1;1;2637;2021-08-09 16:44:50.814;2021-08-09 16:57:46.021
2272;44678910Y;5567JJL;123,9063511;4;6;2747;2021-08-09 23:09:35.918;2021-08-10 00:25:26.265
2273;12345678A;3445DKM;168,4968914;1;1;3065;2021-08-10 11:19:05.682;2021-08-10 12:43:05.861
2274;12345678A;3445DKM;90,2282869;3;2;2626;2021-08-10 16:02:08.848;2021-08-10 16:12:53.272
2275;12345678A;3445DKM;191,3005255;4;5;2560;2021-08-10 16:53:47.597;2021-08-10 17:53:12.457
2276;12345678A;1125LLV;154,7957077;3;6;2759;2021-08-11 03:02:41.456;2021-08-11 03:52:20.672
2277;12345678A;5567JJL;49,82187013;4;3;3061;2021-08-11 12:11:16.986;2021-08-11 12:32:50.537
